x,Curve1
0.01,0.98018
19.56,0.94359
40.7,0.90243
59.73,0.85517
80.37,0.78047
99.97,0.67376
121.14,0.57314
141.25,0.49692
160.29,0.44356
180.37,0.39478
200.45,0.36276
220.01,0.30941
240.72,0.13104
260.77,0.12647
280.3,0.12799
299.82,0.12799
319.88,0.12647
339.94,0.11732
360.53,0.10512
380.6,0.08073
400.13,0.07616
420.72,0.05786
440.78,0.05024
460.3,0.05329
480.36,0.05024
499.88,0.05177
